pre_village,hhs,total_population,beans_kgs_hh_seed,ground_nuts_kgs_hh_seed,maize_kgs_hh_seed,rice_kgs_hh_seed,onions_bags_hh_seed,soya_bean_kgs_hh_seed,field_peas_kgs_hh_seed,irish_potatoes_bags_hh_seed,millet_kgs_hh_seed,sweet_potatoes_bags_hh_seed,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Nyandongo_3,74,435,3.115384615,3.115384615,3.115384615,0,0,3.115384615,0,0,0,0,0.019230769,0,0,0,0,0.365384615,0.365384615,0.076923077,0.153846154,0,0.038461538,0.038461538,0.115384615,0.096153846,0.115384615,0,0.115384615,0.096153846,0,0,0.038461538,0,0.096153846,0,0.134615385,0.038461538,1350.575,48.25,1.0208333333333333,54.458333333333336,122.22222222222223,14.428571428571429,,,177.33333333333334,,,,,145.91304347826087,150,2022,949.7995495495496
Nyarubare,82,481,3.034482759,3.034482759,3.034482759,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0.362068966,0.362068966,0.103448276,0.137931034,0,0.068965517,0.068965517,0.120689655,0.120689655,0.103448276,0,0.103448276,0.120689655,0,0,0.068965517,0.034482759,0.120689655,0,0.034482759,0,0,51.666666666666664,0.8770833333333333,25.416666666666668,156.66666666666666,,,,107.5,,,,60,48.57142857142857,132.5,2022,
Nyaruhanga_Kakari,81,481,4.035087719,0,4.035087719,0,0,4.035087719,0,0,0,0,0.01754386,0,0,0,0,0.719298246,0.719298246,0.070175439,0.140350877,0,0.035087719,0.035087719,0.122807018,0.122807018,0.105263158,0,0.105263158,0.105263158,0,0,0.087719298,0.105263158,0.140350877,0,0.035087719,0,992.885,51.95,1.01,19.65,143.6153846153846,10.5,,,225,,,,70,173.875,130,2022,958.9703989703991
Nyaruhita,84,488,3.109243697,0,3.109243697,0,0,0,3.109243697,0,0,0,0.016806723,0,0,0,0,0.352941176,0.352941176,0.033613445,0.033613445,0,0.033613445,0.033613445,0.067226891,0.033613445,0.033613445,0,0.033613445,0.033613445,0,0,0.050420168,0.033613445,0.050420168,0,0.033613445,0,1662.3416666666665,58.583333333333336,0.935,55.25,72.25,,,,,,,,,82,73.33333333333333,2022,719.2511261261261
Nyarushija,75,449,3.044776119,0,3.044776119,0,0,0,0,0.004703754,0,0,0.014925373,0,0,0,0,0.28358209,0.28358209,0.059701493,0.119402985,0,0.029850746,0.029850746,0.074626866,0.059701493,0.059701493,0,0.059701493,0.044776119,0,0,0.029850746,0.044776119,0.059701493,0,0.029850746,0,2036.9666666666665,47.166666666666664,2.0733333333333333,24.166666666666668,208.08333333333334,9.2,,,,,,7.25,,8.25,,2022,721.5900900900901
Nyarutuntu,62,364,3.045454545,3.045454545,3.045454545,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0.363636364,0.363636364,0.136363636,0.181818182,0,0.090909091,0.090909091,0.136363636,0.136363636,0.113636364,0,0.113636364,0.136363636,0,0,0.090909091,0.045454545,0.136363636,0,0.045454545,0,727.1750000000001,44.416666666666664,0.35916666666666663,61.25,34.8,,,,33,,,5,,60,45.666666666666664,2022,
Nyaruzinga_A,61,327,3.069767442,0,3.069767442,0,0,0,3.069767442,0,0,0,0.023255814,0,0,0,0,0.348837209,0.348837209,0.093023256,0.186046512,0,0.046511628,0.046511628,0.093023256,0.069767442,0.046511628,0,0.046511628,0.046511628,0,0,0.046511628,0,0.046511628,0,0.046511628,0,898.4666666666667,38.25,0.7416666666666667,50.416666666666664,52.833333333333336,,,,,,,1.6666666666666667,20,16.333333333333332,70,2022,698.2168038
Nyaruzinga_B,68,386,3.041666667,0,3.041666667,0,0,0,3.041666667,0,0,0,0.020833333,0,0,0,0,0.354166667,0.354166667,0.083333333,0.166666667,0,0.041666667,0.041666667,0.104166667,0.0625,0.0625,0,0.0625,0.0625,0,0,0.041666667,0,0.0625,0,0.041666667,0,1525.1916666666666,53.916666666666664,2.8766625,45.833333333333336,76.55555555555556,,,,,,,,,71.90909091,117.33333333333333,2022,653.5292792792793
Nyaruzinga_C,54,313,3.038961039,0,3.038961039,0,0,0,3.038961039,0,0,0,0.025974026,0,0,0,0,0.363636364,0.363636364,0.103896104,0.207792208,0,0.051948052,0.051948052,0.103896104,0.051948052,0.051948052,0,0.051948052,0.051948052,0,0,0.051948052,0,0.051948052,0,0.051948052,0,1495.3,53.416666666666664,3.0625,37.083333333333336,215,,,,,,,,,48.666666666666664,94.9,2022,716.5427927927927
Nyolo,137,625,3.020618557,3.020618557,3.020618557,0,0,3.020618557,0,,0,0,0.010309278,0,0,0,0,0.350515464,0.350515464,0.041237113,0.082474227,0,0.020618557,0.020618557,0.072164948,0.041237113,0.041237113,0,0.030927835,0.041237113,0,0,0.041237113,0.030927835,0.051546392,0,0.041237113,0.144329897,1042.3272727272729,42.515151515151516,1.706551724137931,62.86363636363637,39.416666666666664,,42.833333333333336,80,171.75,115,,48.375,,22.181818181818183,,2022,510.3903903903904
Omububare,82,492,3.07826087,0,3.07826087,0,0,0,3.07826087,0,0,0,0.017391304,0,0,0,0,0.365217391,0.365217391,0.034782609,0.034782609,0,0.034782609,0.034782609,0.069565217,0.034782609,0.034782609,0,0.034782609,0.034782609,0,0,0.052173913,0.034782609,0.052173913,0,0.034782609,0,1402.25,47.666666666666664,0.9583333333333334,27.916666666666668,61.875,,3,,,,,1.4,,39.375,18,2022,599.0470035252645
Omukajagiro,80,468,3.076923077,3.076923077,0,0,0,0,3.076923077,0,0,0,0.017094017,0,0,0,0,0.341880342,0.341880342,0.068376068,0.034188034,0,0.034188034,0.034188034,0.068376068,0.051282051,0.051282051,0,0.051282051,0.051282051,0,0,0.068376068,0.034188034,0.051282051,0,0.034188034,0,1764.7250000000001,46.166666666666664,0.7908125,37.916666666666664,131.2,,,,75,,15,,,84.22222222222223,75,2022,841.5765765765765
Omumwino,66,340,3.075268817,0,3.075268817,0,0,0,3.075268817,0,0,0,0.021505376,0,0,0,0,0.365591398,0.365591398,0.043010753,0.043010753,0,0.043010753,0.043010753,0.064516129,0.043010753,0.043010753,0,0.043010753,0.043010753,0,0,0.064516129,0.043010753,0.043010753,0,0.043010753,0,1710.2749999999999,52.5,1.308125,46.666666666666664,62,,,,,,,,,65,52.5,2022,603.4018801410106
Omwibare,78,377,3.090909091,3.090909091,3.090909091,0,0,0,0,,0,0,0.018181818,0,0,0,0,0.363636364,0.363636364,0.036363636,0.036363636,0,0.036363636,0.036363636,0.054545455,0.036363636,0.018181818,0,0.018181818,0.036363636,0,0,0.036363636,0,0.036363636,0,0.036363636,0,1680,49.583333333333336,0.9291666666666667,51.666666666666664,96.83333333333333,,3.75,,79.5,,,7.625,,69.58333333333333,61,2022,800.985843
Quarters_A,36,215,3.111111111,0,3.111111111,0,0,0,0,0.010973937,0,0,0.031746032,0,0,0,0,0.285714286,0.285714286,0.126984127,0.253968254,0,0.063492063,0.063492063,0.063492063,0.063492063,0.063492063,0,0.063492063,0.063492063,0,0,0.063492063,0.063492063,0.063492063,0,0.063492063,0,2015.7083333333333,48.666666666666664,1.529,54.333333333333336,270.45454545454544,15,,,,,,15.875,,13,,2022,826.4774774774775
Quarters_B,57,351,3.058823529,0,3.058823529,0,0,0,0,0.006224712,0,0,0.019607843,0,0,0,0,0.274509804,0.274509804,0.078431373,0.156862745,0,0.039215686,0.039215686,0.078431373,0.058823529,0.058823529,0,0.058823529,0.039215686,0,0,0.039215686,0.039215686,0.058823529,0,0.039215686,0,2023.7599999999998,57.7,1.129,42,181.7,13,,,,,,5.1,,,,2022,928.5855855855856
Rubanga,89,549,3.104,0,3.104,0,0,0,3.104,0,0,0,0.016,0,0,0,0,0.352,0.352,0.032,0.032,0,0.032,0.032,0.064,0.032,0.032,0,0.032,0.032,0,0,0.048,0.032,0.048,0,0.032,0,1648.925,60.5,1.4316666666666666,41.25,90,,,,,,,,,,100,2022,809.4015444015445
Rubirizi,74,435,3.126213592,0,3.126213592,0,0,0,3.126213592,0,0,0,0.019417476,0,0,0,0,0.368932039,0.368932039,0.038834951,0.038834951,0,0.038834951,0.038834951,0.058252427,0.038834951,0.038834951,0,0.038834951,0.038834951,0,0,0.058252427,0.038834951,0.038834951,0,0.038834951,0,0,49.666666666666664,1.0816666666666668,59.166666666666664,62,,,,100,72.5,,,,58,,2022,609.4876126126127
Rubona,142,616,2.941747573,3.019417476,3.019417476,0,0,0,0,0.002734856,0,0,0.009708738,0,0,0,0,0.349514563,0.349514563,0.038834951,0.019417476,0,0.019417476,0.019417476,0.038834951,0.019417476,0.019417476,0,0.019417476,0.019417476,0,0,0.029126214,0.019417476,0.029126214,0,0.019417476,0,1567.8333333333333,38.833333333333336,1.8083333333333333,123.75,,,,,,,,18.5,,137.85714285714286,264.44444444444446,2022,828.4054054054054
Rugarama,94.5,552.5,3.557916543,2.025806452,3.557916543,0,0,0,1.532110092,0.004533566,0,0,0.015625925,0,0,0,0,0.3641314,0.3641314,0.044155076,0.069961527,0,0.03125185,0.03125185,0.059781001,0.050606688500000004,0.050606688500000004,0,0.044155076,0.044155076,0,0,0.053329387500000006,0.037703463,0.050606688500000004,0,0.03125185,0,1178.7133333333334,49.1,1.6189285714285713,25.866666666666667,104.68181818181819,,7.222222222222222,130,108.84615384615384,,,,78.85714285714286,30,189.0909090909091,2022,1027.7287287287288
Rugorogoro,97,584,3.094890511,0,3.094890511,0,0,0,0,0.003311009,0,0,0.01459854,0,0,0,0,0.350364964,0.350364964,0.058394161,0.116788321,0,0.02919708,0.02919708,0.058394161,0.04379562,0.04379562,0,0.04379562,0.04379562,0,0,0.02919708,0.02919708,0.04379562,0,0.02919708,0,1282.3500000000001,54.583333333333336,2.064583333333333,42.083333333333336,63,,5,,35,,,9.6,,61.083333333333336,95.55555555555556,2022,656.5701013513514
Ruhunga,67,338,3.106382979,3.106382979,3.106382979,0,0,3.106382979,0,0,0,0,0.021276596,0,0,0,0,0.361702128,0.361702128,0.085106383,0.170212766,0,0.042553191,0.042553191,0.085106383,0.042553191,0.021276596,0,0.021276596,0.042553191,0,0,0.021276596,0.042553191,0.042553191,0,0.021276596,0.021276596,1039.6464285714285,39.357142857142854,1.059090909090909,61.607142857142854,90,,6.5,,412.5,85,,9.5,,47.5,200,2022,332.5315315315315
Ruhungu,55,323,3.090909091,0,3.090909091,0,0,0,0,0.004293227,0,0,0.025974026,0,0,0,0,0.363636364,0.363636364,0.103896104,0.207792208,0,0.051948052,0.051948052,0.025974026,0.025974026,0.025974026,0,0.025974026,0.025974026,0,0,0.051948052,0.025974026,0.025974026,0,0.051948052,0,2033.6727272727273,44.18181818181818,0.5727272727272728,63.63636363636363,103.75,,,,,,,5.25,,14.4,0.5,2022,698.036036
Rukarara,360,2121,4.015655577,4.015655577,4.015655577,10.03913894,0,0,0,0,0,0,0.003913894,0,0,0,0,0.352250489,0.352250489,0.015655577,0.031311155,0,0.007827789,0.007827789,0.070450098,0.070450098,0.070450098,0,0.054794521,0.054794521,0,0,0.015655577,0.039138943,0.070450098,0,0.007827789,0,1095.6999999999998,41.38709677419355,1.5183333333333333,32.29032258064516,110.74074074074075,,3,176,96.22222222222223,121.33333333333333,,13.5,57.714285714285715,20.25,124.44444444444444,2022,966.5723938223938
Rukore_Kagunga,28,164,3.179487179,0,3.179487179,0,0,0,0,0.010088272,0,0,0.051282051,0,0,0,0,0.358974359,0.358974359,0.102564103,0.41025641,0,0.102564103,0.102564103,0.051282051,0.051282051,0.051282051,0,0.051282051,0.051282051,0,0,0.051282051,0.051282051,0.051282051,0,0.102564103,0,2137.2083333333335,46,0.7229166666666668,102.5,157.27272727272728,17,,323.3333333333333,50,,,5.833333333333333,,7.7,,2022,893.7094594594595
Rumbugu_A,105,503,3.040540541,3.040540541,3.040540541,0,0,0,0,,0,0,0.013513514,0,0,0,0,0.351351351,0.351351351,0.027027027,0.027027027,0,0.027027027,0.027027027,0.054054054,0.040540541,0.027027027,0,0.027027027,0.040540541,0,0,0.027027027,0,0.040540541,0,0.027027027,0,1644.1583333333335,54.916666666666664,1.0374999999999999,68.33333333333333,137.5,,,,103,,,21.5,,87.5,51.25,2022,802.8621621621622
Rumbugu_B,63,314,3.068181818,3.068181818,3.068181818,0,0,0,0,,0,0,0.022727273,0,0,0,0,0.363636364,0.363636364,0.045454545,0.045454545,0,0.045454545,0.045454545,0.068181818,0.045454545,0.022727273,0,0.022727273,0.045454545,0,0,0.045454545,0,0.045454545,0,0.045454545,0,1634.0249999999999,52.166666666666664,0.94,44.166666666666664,93.45454545454545,,3.2,,,105,,4.045454545454546,,53.333333333333336,130,2022,651.3160987074031
Runyinya_A,64,357,3.066666667,0,3.066666667,0,0,0,3.066666667,0,0,0,0.022222222,0,0,0,0,0.355555556,0.355555556,0.088888889,0.177777778,0,0.044444444,0.044444444,0.066666667,0.044444444,0.044444444,0,0.044444444,0.044444444,0,0,0.044444444,0.044444444,0.044444444,0,0.022222222,0,645.5916666666667,49.5,1.6812500000000001,43.75,110,,2.7,,120,,,4.9375,,55.166666666666664,107.91666666666667,2022,598.7696827262045
Runyinya_B,68,367,3.104166667,0,3.104166667,0,0,0,3.104166667,0,0,0,0.020833333,0,0,0,0,0.354166667,0.354166667,0.083333333,0.166666667,0,0.041666667,0.041666667,0.0625,0.041666667,0.041666667,0,0.041666667,0.041666667,0,0,0.041666667,0.041666667,0.041666667,0,0.020833333,0,1556.9333333333334,55.166666666666664,1.5233333333333334,75.66666666666667,101.66666666666667,,,,,,,,,35,,2022,851.3893178893179
Rusheeshe,100,489,3,3,3,0,0,0,0,,0,0,0.014285714,0,0,0,0,0.357142857,0.357142857,0.028571429,0.028571429,0,0.028571429,0.028571429,0.057142857,0.042857143,0.028571429,0,0.028571429,0.042857143,0,0,0.028571429,0,0.042857143,0,0.028571429,0,1671.4363636363635,45.90909090909091,0.7881818181818182,21.454545454545453,74.44444444444444,,2,,54.333333333333336,125,,4.2,,126.66666666666667,162,2022,805.2347347347347
Rusheregyeyi_A,76,418,3.056603774,0,3.056603774,0,0,0,3.056603774,0,0,0,0.018867925,0,0,0,0,0.358490566,0.358490566,0.075471698,0.150943396,0,0.037735849,0.037735849,0.075471698,0.037735849,0.037735849,0,0.037735849,0.037735849,0,0,0.037735849,0.037735849,0.037735849,0,0.018867925,0,1535.625,52.666666666666664,1.325,95,119.6,,2,,,,,7,300,77.5,94.58333333333333,2022,877.1210340775558
Rusheregyeyi_B,73,412,3.096153846,0,3.096153846,0,0,0,3.096153846,0,0,0,0.019230769,0,0,0,0,0.346153846,0.346153846,0.076923077,0.153846154,0,0.038461538,0.038461538,0.076923077,0.038461538,0.038461538,0,0.038461538,0.038461538,0,0,0.038461538,0.038461538,0.038461538,0,0.019230769,0,1547.6000000000001,44.833333333333336,1.7916666666666667,73.75,107.85714285714286,,3,,,,,2,300,55.625,118,2022,712.1953828828829
Rusoro,95,469,3.052631579,3.052631579,3.052631579,0,0,3.052631579,0,,0,0,0.015037594,0,0,0,0,0.360902256,0.360902256,0.030075188,0.120300752,0,0.030075188,0.030075188,0.07518797,0.045112782,0.045112782,0,0.045112782,0.045112782,0,0,0.030075188,0,0.045112782,0,0.030075188,0,1059.11,45.93333333333333,1.4293103448275863,48,116.0909090909091,12,3.5,,128.33333333333334,76.5,,,76.25,146.15384615384616,192.15384615384616,2022,1028.7248157248157
Rutengyengyere,220,1272,3.019480519,0,3.019480519,0,0,0,0,0.003246753,0,0,0.006493506,0,0,0,0,0.357142857,0.357142857,0.038961039,0.051948052,0,0.012987013,0.012987013,0.064935065,0.064935065,0.038961039,0,0.064935065,0.038961039,0,0,0.012987013,0.064935065,0.064935065,0,0.012987013,0,2212.75,45.833333333333336,1.2583333333333333,32.083333333333336,164.9,9.333333333333334,,,,,,7,,36,,2022,837.8056133056133
Rutondo,72,363,3.039215686,3.039215686,3.039215686,0,0,3.039215686,0,,0,0,0.019607843,0,0,0,0,0.352941176,0.352941176,0.039215686,0.156862745,0,0.039215686,0.039215686,0.058823529,0.019607843,0.039215686,0,0.019607843,0.039215686,0,0,0.039215686,0,0.039215686,0,0.039215686,0,1046,46.583333333333336,1.4739583333333333,49.375,135.47619047619048,30,2,,642.5,,,,97.33333333333333,158.94117647058823,276.9230769230769,2022,822.2479435957697
Rutooma,93.5,486,3.065841341,3.065841341,1.530487805,0,0,0,1.535353536,0,0,0,0.016198571000000002,0,0,0,0,0.358647451,0.358647451,0.064794285,0.068982508,0,0.032397142000000004,0.032397142000000004,0.058696723500000006,0.048595714,0.048595714,0,0.048595714,0.048595714,0,0,0.052599162500000005,0.038494703000000005,0.054693275,0,0.032397142000000004,0,1288.6823717948719,48.42628205128205,1.9158333333333333,43.84615384615385,161.06666666666666,,4.714285714285714,,304.44444444444446,75,,5.428571428571429,,94.07407407407408,54.44444444444444,2022,892.7602820211516
Rutooma_Kacerere,122,734,3.052631579,0,3.052631579,0,0,0,0,0.005943821,0,0,0.011695906,0,0,0,0,0.362573099,0.362573099,0.070175439,0.093567251,0,0.023391813,0.023391813,0.070175439,0.070175439,0.035087719,0,0.070175439,0.035087719,0,0,0.023391813,0.070175439,0.070175439,0,0.023391813,0,2120.4500000000003,51.583333333333336,1.09625,33.25,165,7.25,,,,,,19,,12.833333333333334,0,2022,718.1780055917988
Rwakaroro,58,350,3.067961165,0,3.067961165,0,0,0,0,0.00611574,0,0,0.019417476,0,0,0,0,0.291262136,0.291262136,0.077669903,0.155339806,0,0.038834951,0.038834951,0.077669903,0.058252427,0.058252427,0,0.058252427,0.038834951,0,0,0.038834951,0.038834951,0.058252427,0,0.038834951,0,2034.0583333333334,54.5,1.7625,32.5,111.44444444444444,,,140,,,,3.3,,9.833333333333334,,2022,947.9948519948521
Rwakituurwa,100,572,3.007092199,0,3.007092199,0,0,0,0,0.003120567,0,0,0.014184397,0,0,0,0,0.354609929,0.354609929,0.056737589,0.113475177,0,0.028368794,0.028368794,0.056737589,0.042553191,0.042553191,0,0.042553191,0.042553191,0,0,0.028368794,0.028368794,0.042553191,0,0.028368794,0,0,48.5,2.2729166666666667,37.5,77.9,,10.666666666666666,,62.2,,,10.1,,44.25,115.55555555555556,2022,672.1288981288982
Rwamureera,87,482,3.032258065,3.032258065,0,0,0,3.032258065,0,,0,0,0.016129032,0,0,0,0,0.35483871,0.35483871,0.064516129,0.129032258,0,0.032258065,0.032258065,0.048387097,0.032258065,0.032258065,0,0.032258065,0.032258065,0,0,0.032258065,0.024193548,0.032258065,0,0.032258065,0,1270.0083333333334,59,1.5416666666666667,37.666666666666664,84.75,,,,,,,,,48.25,67.57142857142857,2022,686.1932432432433
Rwamusharira,101,548,3.092198582,0,3.092198582,0,0,0,0,0.003089671,0,0,0.014184397,0,0,0,0,0.354609929,0.354609929,0.056737589,0.113475177,0,0.028368794,0.028368794,0.056737589,0.042553191,0.042553191,0,0.042553191,0.042553191,0,0,0.028368794,0.028368794,0.042553191,0,0.028368794,0,582.6,49.833333333333336,0.9016666666666667,39.833333333333336,97.25,,,,,,,,,95,,2022,770.1809845559845
Rwanja,95,533,3.066666667,0,3.066666667,0,0,0,0,0.003430799,0,0,0.014814815,0,0,0,0,0.355555556,0.355555556,0.059259259,0.118518519,0,0.02962963,0.02962963,0.059259259,0.044444444,0.044444444,0,0.044444444,0.044444444,0,0,0.02962963,0.02962963,0.044444444,0,0.02962963,0,1630.125,49.166666666666664,0.815,39.166666666666664,65,,,,,,,2,,25,,2022,762.2620447
Rwanyabuzana,79,488,3.117117117,0,3.117117117,0,0,0,3.117117117,0,0,0,0.018018018,0,0,0,0,0.36036036,0.36036036,0.036036036,0.036036036,0,0.036036036,0.036036036,0.054054054,0.036036036,0.036036036,0,0.036036036,0.036036036,0,0,0.054054054,0.036036036,0.054054054,0,0.036036036,0,1521.0166666666667,52,1.6624999999999999,19.5,,,,,,,,,,35,4,2022,662.5208333333334
Rwemicheka,108,640,4.051948052,4.051948052,4.051948052,0,0,4.051948052,0,0,0,0,0.012987013,0,0,0,0,0.350649351,0.350649351,0.051948052,0.103896104,0,0.025974026,0.025974026,0.103896104,0.064935065,0.064935065,0,0.064935065,0.064935065,0,0,0.025974026,0.064935065,0.064935065,0,0.025974026,0,1055.6433333333332,45.4,1.28,30.833333333333332,128.23809523809524,,5.375,,110,,,,110,118.5,142.5,2022,590.3803803803804
Rwengoha,63,372,3.136363636,3.136363636,3.136363636,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0.363636364,0.363636364,0.136363636,0.181818182,0,0.090909091,0.090909091,0.136363636,0.136363636,0.113636364,0,0.113636364,0.136363636,0,0,0.090909091,0.045454545,0.136363636,0,0.045454545,0,1561.4333333333334,35.416666666666664,0.8958333333333334,32.083333333333336,116.25,,,,475,,,,,54.083333333333336,0,2022,858.4158476658475
Rwenkuba,98,516,3.022556391,0,3.022556391,0,0,0,3.022556391,0,0,0,0.015037594,0,0,0,0,0.37593985,0.37593985,0.030075188,0.030075188,0,0.030075188,0.030075188,0.060150376,0.030075188,0.030075188,0,0.030075188,0.045112782,0,0,0.045112782,0,0.045112782,0,0.030075188,0,794.475,49.5,1.6083333333333334,44.583333333333336,100.375,,5.3,,45.44444444444444,,,9.363636363636363,,50,104,2022,767.6640926640927
Rwonyo,55,325,3.051282051,3.051282051,0,0,0,0,3.051282051,0,0,0,0.025641026,0,0,0,0,0.358974359,0.358974359,0.102564103,0.051282051,0,0.051282051,0.051282051,0.076923077,0.051282051,0.051282051,0,0.051282051,0.051282051,0,0,0.102564103,0.051282051,0.051282051,0,0.051282051,0,1693.625,45.75,1.25,25.583333333333332,172.5,,,,,175,,,,48.5,43,2022,
Ryakashara,117,581,3.019607843,0,3.019607843,0,0,0,0,,0,0,0.009803922,0,0,0,0,0.284313725,0.284313725,0.039215686,0.078431373,0,0.019607843,0.019607843,0.049019608,0.029411765,0.029411765,0,0.019607843,0.019607843,0,0,0.039215686,0.019607843,0.039215686,0,0.039215686,0,2025.0333333333335,58,1.1541666666666668,36.666666666666664,304.1666666666667,20,,226.66666666666666,,,,10,,12.428571428571429,,2022,884.5126126126127
Shogashoga,80,468,3.111111111,3.111111111,0,0,0,0,3.111111111,0,0,0,0.017094017,0,0,0,0,0.341880342,0.341880342,0.068376068,0.034188034,0,0.034188034,0.034188034,0.068376068,0.051282051,0.051282051,0,0.051282051,0.051282051,0,0,0.068376068,0.034188034,0.051282051,0,0.034188034,0,141.04166666666666,49.25,1.14625,26.416666666666668,63.8,,,,,,,3.5,,75.71428571428571,36,2022,709.5135135135135
Wamusuta,164,794,3.017241379,3.017241379,3.017241379,0,0,3.017241379,0,,0,0,0.00862069,0,0,0,0,0.353448276,0.353448276,0.034482759,0.068965517,0,0.017241379,0.017241379,0.025862069,0.025862069,0.025862069,0,0.025862069,0.025862069,0,0,0.017241379,0.025862069,0.034482759,0,0.017241379,0,1052.4266666666667,43.63333333333333,1.5185185185185186,28.966666666666665,23,,24.857142857142858,,161.3913043478261,115,,9.5,,63.875,,2022,482.5603281853282
Bugarura,68,347,3.968979592,3.968979592,3.968979592,0,0,0,0,0,0,0,0.020408163,0,0,0.040816327,0.010204082,0.346938776,0.346938776,0.040816327,0.040816327,0.040816327,0.040816327,0.040816327,0.08624954,0.08624954,0.08624954,0,0.08624954,0.08624954,0,0,0.040816327,0.081632653,0.081632653,0,0.040816327,0,1471.4166666666667,47.166666666666664,1.3,46.083333333333336,280.7142857142857,,11,,1300,,,3,,48.5,45,,970.0637485217392
Buhumuriro,72,369,0.668041237,0.668041237,0,0,0,0.668041237,0,0,0,0,0.020618557,0,0,0.041237113,0,0.371134021,0.371134021,0,0.041237113,0.041237113,0.041237113,0.041237113,0.096775494,0.096775494,0.096775494,0,0.096775494,0.096775494,0,0,0.041237113,0,0.096775494,0,0,0,0,50.75,1.1500000000000001,48.75,145,,,250,30,,,7,,148.66666666666666,,,1037.761526182353
Bujerengye,72,353,4,3,3,0,0,0,0,0,0,0,0.027777778,0,0,0.055555556,0.013888889,0.25,0.25,0.055555556,0.055555556,0,0.055555556,0.055555556,0.172711572,0.172711572,0.172711572,0,0.172711572,0,0,0,0,0,0.25,0,0.055555556,0,1461,49.625,1.209375,33.875,80,,,,23,,,,,33.6,47.2,,650.4112408090909
Burambo,118,586,4.005621622,0,4.005621622,0,0,0,4.005621622,0,0,0,0.010810811,0,0,0.021621622,0,0.318918919,0.318918919,0.064864865,0.259459459,0.010810811,0.086486486,0.086486486,0.103797858,0.103797858,0.103797858,0,0.103797858,0.103797858,0,0,0.021621622,0,0.103797858,0,0,0.207595716,2020.109090909091,50.09090909090909,0.7599999999999999,71.90909091,139.33333333333334,5,,,,,,5.2,,5,,,671.5100901083333
Buranda,74,362,3.983551402,3.983551402,2.987663551,0,0,0,0,0,0,0,0.018691589,0,0,0.037383178,0.009345794,0.345794393,0.345794393,0.037383178,0.037383178,0.018691589,0.037383178,0.037383178,0.096590612,0.096590612,0.096590612,0,0.096590612,0.096590612,0,0,0.037383178,0.093457944,0.093457944,0,0.037383178,0,1276,44.53846153846154,1.75,46.92307692307692,415.625,,10.5,,1300,60,,7.5,,87.5,97.5,,872.9433719095238
Burera,103,505,4,3,0,0,0,4,0,0,0,0,20,0,0,0.5,0,0,0,0,0,0,0.038834951,0.038834951,0.140350877,0.140350877,0.140350877,0,0.140350877,0,0,0,0.019417476,0,0.187134503,0,0.019417476,0,822.3333333333334,44.833333333333336,1.1708333333333334,32.083333333333336,98.75,,,,32,,,8.95,,149,100,,672.1418918708333
Bushure,130,657,2.993513514,0,2.993513514,0,0,0,2.993513514,0,0,0,0.010810811,0,0,0.021621622,0,0,0,0.064864865,0.259459459,0.010810811,0.086486486,0.086486486,0.093944212,0.093944212,0.093944212,0,0.093944212,0.093944212,0,0,0.021621622,0,0.093944212,0,0,0.187888423,1998,54.333333333333336,0.5833333333333334,71.66666666666667,109.33333333333333,7.25,,152.5,,,,27.714285714285715,,,,,542.0343980424242
Butoboore,80,410,4.006956522,0,4.006956522,0,0,0,4.006956522,0,0,0,0.017391304,0,0,0.034782609,0,0.347826087,0.347826087,0.104347826,0.417391304,0,0.139130435,0.139130435,0.113206212,0.113206212,0.113206212,0,0.113206212,0.113206212,0,0,0.034782609,0,0.113206212,0,0,0.226412424,2069.9727272727273,36.90909090909091,1.5772727272727274,71.36363636363636,184.1,,,140,,,,6.833333333333333,,7,,,750.6216216142857
Butusi,135,676,2.9953125,0,2.9953125,0,0,0,2.9953125,0,0,0,0.010416667,0,0,0.020833333,0,0,0,0.0625,0.25,0,0.083333333,0.083333333,0.094000668,0.094000668,0.094000668,0,0.094000668,0.094000668,0,0,0.020833333,0,0.094000668,0,0,0.188001337,1540.7666666666667,59.666666666666664,1.7055555555555557,59.44444444444444,102,11,,,,,,3.75,,40,,,543.2736883911765
