pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Kasimbi,Kagadi,Ndeeba,1069.8,40.0,40.0,0.75,,,,,,,,,,0.0,0.0
Kibanda_A,Kagadi,Ndeeba,1100.9,40.0,10.0,1.5,140.0,,,,,,,,,60.0,
Kinaaba_B,Kagadi,Ndeeba,1107.0,50.0,40.0,1.5,275.0,,,,180.0,,,,,5.0,
Ndeeba_B,Kagadi,Ndeeba,1084.8,28.0,60.0,0.25,79.0,,,,130.0,,,,,,
Kibanda_B,Kagadi,Ndeeba,1017.8,43.0,30.0,0.625,220.0,,,,,,,,,,100.0
Karama_Kinaaba,Kagadi,Ndeeba,1097.9,64.0,40.0,0.25,200.0,,,,175.0,,,6.0,,,
Kinaaba_B,Kagadi,Ndeeba,1099.7,49.0,60.0,1.5,,,,,110.0,,,,,,80.0
Kibanda_B,Kagadi,Ndeeba,1071.5,48.0,50.0,0.0,110.0,,,,130.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1106.2,43.0,30.0,0.25,162.0,,,,150.0,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1061.1,35.0,60.0,0.25,145.0,,,,160.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1125.2,44.0,4.0,0.0,,,,,,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1122.8,41.0,40.0,1.75,85.0,,,,120.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1109.0,22.0,30.0,0.0,,,,,,,,,,0.0,
Kibanda_A,Kagadi,Ndeeba,1073.6,39.0,60.0,0.25,95.0,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1089.5,40.0,60.0,1.25,100.0,,,,155.0,,,,45.0,10.0,10.0
Kibanda_B,Kagadi,Ndeeba,1053.7,70.0,40.0,0.25,,,,,,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1098.9,33.0,40.0,0.5,175.0,,,,260.0,,,,,10.0,
Kibanda_TC,Kagadi,Ndeeba,1051.6,37.0,30.0,0.0,85.0,,,,125.0,,,,,,
Kinaaba_A,Kagadi,Ndeeba,1107.2,38.0,50.0,0.125,,,,,130.0,,,,,,
Kinaaba_A,Kagadi,Ndeeba,1073.9,67.0,15.0,2.0,112.0,,,,,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1128.3,43.0,60.0,1.25,260.0,,,,120.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1109.6,30.0,60.0,0.25,,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1080.3,31.0,60.0,0.5,70.0,,,,,,,,,5.0,
Kibanda_A,Kagadi,Ndeeba,1119.5,67.0,1.0,0.0,70.0,,,,120.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1131.8,40.0,60.0,0.25,,,,,,,,,,,
Kibanda_B,Kagadi,Ndeeba,1051.5,30.0,40.0,0.0,100.0,,,,,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1114.3,34.0,30.0,0.225,80.0,,,,230.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1120.2,42.0,60.0,0.25,175.0,,,,,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1117.1,65.0,40.0,0.25,150.0,,,,155.0,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1077.7,38.0,20.0,0.25,155.0,,,,,,,,,,20.0
Kibuga_A,Kagadi,Ndeeba,1218.8,35.0,30.0,0.25,110.0,,,,165.0,,,,,,0.0
Kibuga_A,Kagadi,Ndeeba,1098.2,63.0,60.0,0.75,210.0,,6.0,,,,,,160.0,30.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1113.0,45.0,60.0,1.25,,,,,180.0,,,,,,
Kibanda_A,Kagadi,Ndeeba,1070.5,26.0,30.0,0.25,90.0,,,,,,,,,80.0,20.0
Ndeeba_A,Kagadi,Ndeeba,1055.1,55.0,30.0,0.5,,,,,,,,,,,
Kinaaba_A,Kagadi,Ndeeba,1093.5,44.0,50.0,1.0,130.0,,,,145.0,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1107.2,58.0,40.0,0.25,90.0,,,,120.0,,,,,15.0,0.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1091.5,25.0,30.0,0.25,115.0,,,,90.0,,,,,5.0,
Kinaaba_A,Kagadi,Ndeeba,1105.3,56.0,30.0,0.25,,,,,,,,,,,
Kasimbi,Kagadi,Ndeeba,1077.4,60.0,20.0,1.75,165.0,,7.0,,115.0,,,4.0,,,70.0
Ndeeba_B,Kagadi,Ndeeba,1075.5,40.0,60.0,0.25,120.0,,,,140.0,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1107.1,37.0,60.0,0.5,140.0,,,,,,,,,,
Kasimbi,Kagadi,Ndeeba,1068.7,38.0,120.0,0.375,150.0,,,,,,,,,,
Kibuga_A,Kagadi,Ndeeba,1105.4,56.0,55.0,0.75,,,,,220.0,,,,,25.0,
Kinaaba_B,Kagadi,Ndeeba,1107.5,50.0,10.0,0.25,80.0,,,,145.0,,,,290.0,,
Ndeeba_A,Kagadi,Ndeeba,1132.5,71.0,60.0,2.0,240.0,,,,200.0,,,,,,90.0
Ndeeba_B,Kagadi,Ndeeba,1109.1,53.0,30.0,0.25,130.0,,10.0,,130.0,,,,,,0.0
Kinaaba_A,Kagadi,Ndeeba,1111.1,62.0,50.0,1.0,170.0,,,,130.0,,,4.0,,,90.0
Kinaaba_B,Kagadi,Ndeeba,1107.8,50.0,40.0,0.75,265.0,,,,150.0,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1060.0,65.0,10.0,1.25,135.0,,,,80.0,,,,,25.0,
Kasimbi,Kagadi,Ndeeba,1068.8,24.0,40.0,0.2,145.0,,,,145.0,,,,,,0.0
Kibanda_A,Kagadi,Ndeeba,1080.3,35.0,30.0,0.5,,,,,,,,,,60.0,
Kibanda_TC,Kagadi,Ndeeba,1058.2,56.0,10.0,0.75,240.0,,,,175.0,,,,,15.0,
Kinaaba_A,Kagadi,Ndeeba,1115.2,53.0,60.0,1.0,,,,,105.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1120.9,68.0,80.0,0.8,,,,,,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1104.7,56.0,20.0,1.0,115.0,,,,140.0,,,,,,100.0
Kibanda_A,Kagadi,Ndeeba,1079.4,55.0,60.0,0.75,90.0,,,,115.0,,,,,10.0,
Karama_Kinaaba,Kagadi,Ndeeba,1122.2,73.0,40.0,0.5,190.0,,,,125.0,,,6.0,,,
Ndeeba_B,Kagadi,Ndeeba,1115.6,35.0,15.0,0.75,115.0,,,,175.0,,,,,20.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1112.9,45.0,120.0,1.75,,,,,,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1093.8,48.0,60.0,0.25,188.0,,,,,,,1.5,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1100.1,22.0,40.0,0.0,,,,,170.0,,,,,0.0,
Karama_Kinaaba,Kagadi,Ndeeba,1107.9,40.0,50.0,0.75,135.0,8.0,,,135.0,,,,,0.0,
Karama_Kinaaba,Kagadi,Ndeeba,1205.8,28.0,40.0,0.75,165.0,,,,145.0,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1062.2,55.0,85.0,1.5,125.0,,,,270.0,,,,,10.0,
Ndeeba_B,Kagadi,Ndeeba,1059.9,36.0,60.0,0.5,163.0,,,,95.0,,,,,,
Kibanda_B,Kagadi,Ndeeba,1051.9,39.0,40.0,1.0,170.0,,,,,,,,,,60.0
Kinaaba_A,Kagadi,Ndeeba,1114.9,37.0,40.0,1.0,,,,,100.0,,,,230.0,,20.0
Kibanda_TC,Kagadi,Ndeeba,1063.0,24.0,30.0,0.5,170.0,,,,130.0,,,,,15.0,
Kasimbi,Kagadi,Ndeeba,1072.3,70.0,40.0,0.9,120.0,,,,85.0,,,,,38.0,30.0
Ndeeba_A,Kagadi,Ndeeba,1113.5,50.0,120.0,0.25,160.0,,,,,,,,300.0,30.0,
Kibanda_TC,Kagadi,Ndeeba,1079.0,43.0,80.0,1.0,95.0,,,,105.0,,,,,60.0,
Kasimbi,Kagadi,Ndeeba,1075.4,23.0,50.0,0.25,120.0,,,,150.0,,,,,,40.0
Kibanda_B,Kagadi,Ndeeba,1059.5,28.0,30.0,0.125,180.0,,,,,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1110.7,38.0,60.0,0.25,122.0,,,,180.0,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1056.8,54.0,10.0,1.0,225.0,,,,95.0,,,,,35.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1091.2,64.0,20.0,1.5,130.0,,,,100.0,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1120.7,61.0,40.0,1.0,235.0,,,,,,,,,,0.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1097.6,52.0,60.0,1.0,150.0,,,,,,,,,60.0,50.0
Kibanda_TC,Kagadi,Ndeeba,1060.9,42.0,10.0,1.25,195.0,,,,,,,,,30.0,
Kibanda_A,Kagadi,Ndeeba,1092.1,59.0,60.0,1.25,105.0,,,,155.0,,,,,2.0,20.0
Kibuga_A,Kagadi,Ndeeba,1071.1,43.0,30.0,0.5,178.0,,,,,,,,,,50.0
Ndeeba_A,Kagadi,Ndeeba,1108.5,33.0,240.0,1.75,125.0,,,,,,,,,5.0,0.0
Ndeeba_A,Kagadi,Ndeeba,1029.7,35.0,20.0,1.0,85.0,,,,130.0,,,,,50.0,0.0
Kibuga_B,Kagadi,Ndeeba,1120.2,38.0,60.0,0.25,164.0,,,,,,,,,0.0,
Kibuga_A,Kagadi,Ndeeba,1105.8,55.0,70.0,0.5,105.0,,,,115.0,,,,,0.0,
Kibanda_TC,Kagadi,Ndeeba,1076.0,30.0,30.0,1.25,150.0,,,,,,,,,25.0,
Kasimbi,Kagadi,Ndeeba,1082.1,53.0,30.0,0.75,175.0,,9.0,,105.0,,,4.0,65.0,40.0,60.0
Kibanda_TC,Kagadi,Ndeeba,1066.6,22.0,30.0,0.75,180.0,,,,,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1111.9,90.0,120.0,0.25,200.0,,,,,,,,,,60.0
Kibanda_B,Kagadi,Ndeeba,1048.9,27.0,40.0,0.125,210.0,,,,,,,,,20.0,
Kibanda_TC,Kagadi,Ndeeba,1063.4,26.0,30.0,0.5,70.0,,,,185.0,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1099.9,36.0,50.0,0.5,220.0,,,,140.0,,,,170.0,,
Kibuga_B,Kagadi,Ndeeba,1114.3,65.0,90.0,4.0,275.0,,,,145.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1104.8,54.0,12.0,0.25,255.0,,,,170.0,,,,,,
Kibanda_A,Kagadi,Ndeeba,1075.1,75.0,30.0,0.75,115.0,,,,115.0,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1110.8,58.0,45.0,0.8,65.0,,,,,,,,,50.0,50.0
Kibuga_A,Kagadi,Ndeeba,1093.7,60.0,20.0,0.25,125.0,,10.0,,95.0,,,8.0,115.0,,
Kinaaba_B,Kagadi,Ndeeba,1105.7,44.0,60.0,0.0,135.0,,,,110.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1104.3,52.0,60.0,1.25,205.0,,,,305.0,,,,,25.0,
Ndeeba_A,Kagadi,Ndeeba,1051.6,23.0,20.0,0.25,,,,,115.0,,,,,60.0,
Kibuga_A,Kagadi,Ndeeba,1081.3,50.0,60.0,1.5,110.0,,,,145.0,,,,,0.0,
Kinaaba_A,Kagadi,Ndeeba,1099.7,42.0,60.0,1.0,120.0,,,,,,,,,50.0,
Kibanda_A,Kagadi,Ndeeba,1084.5,28.0,60.0,1.0,140.0,,,,160.0,,,,70.0,12.0,60.0
Kibuga_B,Kagadi,Ndeeba,1131.6,38.0,60.0,0.5,60.0,,,,130.0,,,,110.0,,
Ndeeba_A,Kagadi,Ndeeba,1099.2,40.0,120.0,1.75,150.0,,,,80.0,,,,,10.0,
Ndeeba_B,Kagadi,Ndeeba,1072.8,22.0,30.0,0.5,265.0,,,,115.0,,,,,38.0,
Ndeeba_B,Kagadi,Ndeeba,1063.2,50.0,90.0,2.0,165.0,,,,270.0,,,,,25.0,50.0
Kibanda_A,Kagadi,Ndeeba,1103.3,57.0,12.0,0.75,130.0,,,,140.0,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1040.9,24.0,20.0,0.375,260.0,,,,,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1067.3,50.0,40.0,0.625,125.0,,,,,,,,240.0,,
Kibuga_A,Kagadi,Ndeeba,1090.0,55.0,45.0,0.25,,,,,130.0,,,,,25.0,
Kinaaba_B,Kagadi,Ndeeba,1101.7,40.0,60.0,0.25,190.0,,,,160.0,,,,,20.0,
Ndeeba_B,Kagadi,Ndeeba,1064.3,60.0,80.0,4.0,207.0,,,,130.0,,,,,30.0,
Karama_Kinaaba,Kagadi,Ndeeba,1100.3,39.0,30.0,0.75,170.0,,,,155.0,,,,,20.0,
Ndeeba_B,Kagadi,Ndeeba,1124.1,34.0,7.0,2.0,241.0,,,,150.0,,,,,10.0,
Kinaaba_B,Kagadi,Ndeeba,1124.4,51.0,60.0,0.0,110.0,,,,,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1063.0,37.0,60.0,0.75,205.0,,,,235.0,,,,,,
Kinaaba_A,Kagadi,Ndeeba,1111.7,39.0,80.0,0.75,95.0,,,,150.0,,,,,,70.0
Kibanda_A,Kagadi,Ndeeba,1097.0,40.0,120.0,0.25,,,,,,,,,,80.0,100.0
Ndeeba_B,Kagadi,Ndeeba,1066.3,45.0,30.0,1.5,145.0,,,,160.0,,,,,35.0,
Kibanda_A,Kagadi,Ndeeba,1085.8,27.0,30.0,0.25,,,,,,,,,,100.0,
Karama_Kinaaba,Kagadi,Ndeeba,1093.4,56.0,45.0,0.5,145.0,,,,140.0,,,7.0,,,
Kibuga_B,Kagadi,Ndeeba,1133.8,38.0,80.0,0.3,80.0,,,,125.0,,,,,30.0,
Kibuga_A,Kagadi,Ndeeba,1104.8,50.0,15.0,0.5,110.0,,10.0,,85.0,,,,,15.0,
Kibanda_A,Kagadi,Ndeeba,1099.1,42.0,20.0,1.5,200.0,,,,,,,,,20.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1107.0,40.0,40.0,0.0,,,,,110.0,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1073.8,36.0,30.0,0.5,140.0,,,,110.0,,,,45.0,10.0,
Kibuga_A,Kagadi,Ndeeba,1085.0,35.0,30.0,0.0,180.0,,,,170.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1111.4,44.0,75.0,4.0,95.0,,,,145.0,,,,,,
Kibanda_A,Kagadi,Ndeeba,1071.5,81.0,30.0,2.5,230.0,,,,,,,,,80.0,60.0
Kibanda_TC,Kagadi,Ndeeba,1069.4,62.0,40.0,0.0,190.0,,,,105.0,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1057.1,53.0,20.0,0.75,130.0,,,,180.0,350.0,,,,,0.0
Ndeeba_B,Kagadi,Ndeeba,1114.1,37.0,70.0,3.0,185.0,,,,135.0,,,,,30.0,80.0
Kibuga_B,Kagadi,Ndeeba,1118.5,36.0,60.0,0.0,265.0,,,,130.0,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1090.1,38.0,30.0,1.0,265.0,,,,140.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1115.4,40.0,30.0,0.0,210.0,,8.0,,125.0,,,5.0,140.0,28.0,
Kinaaba_A,Kagadi,Ndeeba,1063.1,43.0,40.0,0.0,,,,,180.0,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1109.1,40.0,50.0,0.25,125.0,,,,135.0,,,,,7.0,
Kinaaba_B,Kagadi,Ndeeba,1071.9,40.0,30.0,0.25,135.0,,,,120.0,,,,,8.0,0.0
Kibuga_B,Kagadi,Ndeeba,1115.4,39.0,30.0,0.0,160.0,,,,130.0,,,,,20.0,
Kinaaba_B,Kagadi,Ndeeba,1114.9,62.0,45.0,2.0,265.0,,,,145.0,,,,,,100.0
Kibanda_TC,Kagadi,Ndeeba,1063.4,35.0,10.0,1.25,250.0,,,,225.0,,,,,20.0,
Kinaaba_A,Kagadi,Ndeeba,1103.9,56.0,40.0,0.5,110.0,,,,85.0,,,,,50.0,50.0
Kibuga_B,Kagadi,Ndeeba,1117.1,46.0,30.0,3.0,105.0,,5.0,,,,,3.0,120.0,30.0,
Karama_Kinaaba,Kagadi,Ndeeba,1088.3,60.0,75.0,3.0,210.0,,,,110.0,,,,,50.0,
Ndeeba_A,Kagadi,Ndeeba,1115.4,44.0,180.0,0.75,135.0,,,,130.0,,,,,10.0,80.0
Kasimbi,Kagadi,Ndeeba,1084.3,53.0,30.0,0.5,60.0,,6.5,,125.0,,,2.25,,30.0,50.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1106.2,52.0,30.0,0.5,80.0,,,100.0,100.0,,,,,100.0,90.0
Kinaaba_A,Kagadi,Ndeeba,1084.5,45.0,50.0,0.5,120.0,,,,145.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1092.9,42.0,45.0,0.25,165.0,,,,90.0,,,,,5.0,
Kasimbi,Kagadi,Ndeeba,1075.2,30.0,20.0,2.75,150.0,,7.0,,140.0,,,3.0,,30.0,60.0
Karama_Kinaaba,Kagadi,Ndeeba,1089.6,60.0,80.0,3.0,100.0,,3.0,,155.0,,,,,25.0,100.0
Kibuga_A,Kagadi,Ndeeba,1111.6,55.0,40.0,1.5,215.0,,,,135.0,,,,,42.0,60.0
Kibuga_A,Kagadi,Ndeeba,1107.4,33.0,60.0,1.0,145.0,,,,175.0,,,,,40.0,
Kinaaba_A,Kagadi,Ndeeba,1079.9,35.0,40.0,1.0,120.0,,,,90.0,,,,,0.0,
Kibuga_A,Kagadi,Ndeeba,1109.4,35.0,2.0,0.5,140.0,,,,,,,,320.0,,
Ndeeba_A,Kagadi,Ndeeba,1099.7,40.0,120.0,1.25,180.0,,,,,,,3.0,,,15.0
Kibanda_TC,Kagadi,Ndeeba,1082.8,87.0,40.0,0.8,180.0,,,,130.0,,,,,10.0,90.0
Kibuga_A,Kagadi,Ndeeba,1111.3,42.0,60.0,1.5,140.0,,,,135.0,,,,,50.0,
Kibanda_TC,Kagadi,Ndeeba,1051.3,37.0,40.0,0.25,200.0,,,,100.0,,,,,50.0,60.0
Karama_Kinaaba,Kagadi,Ndeeba,1105.7,47.0,60.0,7.0,115.0,,,,145.0,,,,,150.0,100.0
Kibuga_A,Kagadi,Ndeeba,1105.2,35.0,80.0,3.0,255.0,,,,145.0,,,,130.0,22.0,0.0
Kasimbi,Kagadi,Ndeeba,1077.7,37.0,30.0,0.75,145.0,,7.0,,,,,3.0,,100.0,70.0
Karama_Kinaaba,Kagadi,Ndeeba,1102.4,19.0,30.0,0.5,125.0,,,,230.0,,,,,15.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1116.6,68.0,40.0,1.5,290.0,4.0,,,115.0,,,,,30.0,80.0
Kibanda_A,Kagadi,Ndeeba,1071.9,68.0,40.0,1.0,180.0,,,,,,,,170.0,150.0,50.0
Kasimbi,Kagadi,Ndeeba,1075.4,35.0,60.0,2.5,150.0,,,,150.0,,,,105.0,,
Kibuga_B,Kagadi,Ndeeba,1123.1,38.0,30.0,1.5,70.0,,4.0,,85.0,,,4.0,,20.0,
Kibuga_B,Kagadi,Ndeeba,1112.2,56.0,40.0,1.5,90.0,,6.0,,115.0,,,6.0,,20.0,
Ndeeba_A,Kagadi,Ndeeba,1112.3,62.0,60.0,0.25,70.0,,,,,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1063.2,57.0,30.0,0.5,100.0,,,,,,,,,200.0,
Kasimbi,Kagadi,Ndeeba,1080.4,36.0,40.0,0.7,160.0,,,,120.0,,,,,40.0,100.0
Kibanda_B,Kagadi,Ndeeba,1031.1,51.0,40.0,1.25,115.0,,,,,,,,,,
Kibuga_A,Kagadi,Ndeeba,1099.0,36.0,30.0,0.25,120.0,,7.0,,120.0,,,7.0,450.0,,50.0
Karama_Kinaaba,Kagadi,Ndeeba,1099.5,37.0,80.0,4.0,150.0,,,,115.0,,,,,30.0,80.0
Kasimbi,Kagadi,Ndeeba,1061.9,50.0,40.0,10.0,,,,,,,,,,50.0,60.0
Kibanda_B,Kagadi,Ndeeba,1008.5,76.0,20.0,6.0,320.0,,,,,,,,,200.0,250.0
Kasimbi,Kagadi,Ndeeba,1082.1,35.0,20.0,0.25,130.0,,9.0,,90.0,,,2.75,180.0,50.0,30.0
Kibuga_A,Kagadi,Ndeeba,1096.3,37.0,70.0,4.0,135.0,,,,150.0,,,,,76.0,
Kibuga_A,Kagadi,Ndeeba,1099.6,59.0,30.0,3.0,121.0,,,,275.0,,,,,80.0,
Kibuga_B,Kagadi,Ndeeba,1109.6,38.0,60.0,0.5,,,,,110.0,,,,490.0,80.0,
Kinaaba_A,Kagadi,Ndeeba,1092.0,35.0,60.0,1.0,145.0,,,,105.0,,,,90.0,60.0,
Karama_Kinaaba,Kagadi,Ndeeba,1099.2,55.0,80.0,2.0,100.0,,,,160.0,,,,,39.0,77.0
Kasimbi,Kagadi,Ndeeba,1096.9,37.0,60.0,0.75,108.0,,4.5,,,,,3.5,270.0,60.0,30.0
Kinaaba_A,Kagadi,Ndeeba,1099.5,50.0,40.0,2.25,140.0,,,,170.0,,,,,,100.0
Karama_Kinaaba,Kagadi,Ndeeba,1110.8,51.0,60.0,2.0,135.0,,,,150.0,,,,,,
Kasimbi,Kagadi,Ndeeba,1070.6,45.0,40.0,3.0,110.0,,,,145.0,,,,,35.0,100.0
Kibuga_A,Kagadi,Ndeeba,1074.9,51.0,45.0,1.0,260.0,,,,100.0,,,,550.0,20.0,0.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1111.4,43.0,60.0,5.0,,,,,,,,,,,
Kasimbi,Kagadi,Ndeeba,1075.4,80.0,25.0,3.5,65.0,,7.0,,110.0,,,5.0,,80.0,50.0
Kinaaba_A,Kagadi,Ndeeba,1121.1,40.0,50.0,0.8,100.0,,,,140.0,,,,,200.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1121.4,50.0,70.0,5.0,235.0,,,,110.0,,,,,150.0,70.0
Kibuga_A,Kagadi,Ndeeba,1088.7,32.0,80.0,4.0,105.0,,,,150.0,,,,,45.0,40.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1121.4,50.0,70.0,5.0,245.0,,,,120.0,,,,,150.0,70.0
Ndeeba_B,Kagadi,Ndeeba,1071.9,52.0,75.0,4.0,260.0,,,,125.0,,,,,70.0,40.0
Kasimbi,Kagadi,Ndeeba,1081.4,54.0,40.0,2.6,150.0,,,,150.0,,,,,30.0,35.0
Kasimbi,Kagadi,Ndeeba,1082.0,65.0,30.0,0.75,200.0,,6.0,,,,,8.0,,40.0,150.0
Kibuga_B,Kagadi,Ndeeba,995.7,40.0,30.0,1.5,210.0,,,,170.0,,,4.0,,90.0,80.0
Kibuga_A,Kagadi,Ndeeba,1101.8,44.0,30.0,2.75,130.0,,8.0,,160.0,,,6.0,125.0,150.0,
Kinaaba_A,Kagadi,Ndeeba,1084.9,54.0,30.0,2.75,,,,,140.0,,,,,200.0,0.0
Ndeeba_A,Kagadi,Ndeeba,1112.3,55.0,60.0,6.0,320.0,,,,140.0,,,,,,70.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1127.3,53.0,90.0,1.0,140.0,,,,125.0,,,,110.0,200.0,100.0
Kinaaba_B,Kagadi,Ndeeba,1096.7,60.0,50.0,2.0,140.0,,,,110.0,,,,,10.0,0.0
Kasimbi,Kagadi,Ndeeba,1082.0,38.0,20.0,0.75,110.0,,6.0,,,,,3.75,70.0,50.0,60.0
Karama_Kinaaba,Kagadi,Ndeeba,1105.8,44.0,80.0,3.0,110.0,,,,155.0,,,,750.0,47.0,95.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1111.4,47.0,40.0,0.75,150.0,,,,130.0,,,,850.0,8.0,
Ndeeba_A,Kagadi,Ndeeba,1124.4,37.0,50.0,0.5,150.0,,,,135.0,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1126.1,28.0,15.0,0.8,55.0,,,,155.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1116.3,36.0,30.0,4.0,100.0,,8.0,,100.0,,,7.0,115.0,80.0,80.0
Kibanda_A,Kagadi,Ndeeba,1088.0,50.0,20.0,1.0,80.0,,,,,,,,,100.0,120.0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Nyakasozi B,Kagadi,Nyakasozi,1141.5,35.0,30.0,1.75,,,,,,,,,,,
Galiboleka B,Kagadi,Nyakasozi,1172.7,31.0,30.0,0.0,,,,,,,,,,,0.0
Nyakasozi B,Kagadi,Nyakasozi,1220.7,55.0,55.0,0.25,,,,,,,,,,,
Nyakasozi B,Kagadi,Nyakasozi,1149.8,83.0,60.0,3.875,,,,,,,,,,,100.0
Rwabituju,Kagadi,Nyakasozi,1029.8,25.0,60.0,1.0,51.0,,,,,,,,,,
Rwabituju,Kagadi,Nyakasozi,1001.3,25.0,40.0,0.25,,,,,,,,,,0.0,
Nyaruhanga,Kagadi,Nyakasozi,1108.1,32.0,60.0,0.0,,,,,,,,,,,
Rwabituju,Kagadi,Nyakasozi,921.0,22.0,180.0,0.0,,,,,,,,,,,
Nyakasozi B,Kagadi,Nyakasozi,1221.7,50.0,60.0,1.0,,,,,,,,,,,
Rwabituju,Kagadi,Nyakasozi,980.4,46.0,180.0,0.0,,,,,,,,,,,
Kagarama A,Kagadi,Nyakasozi,1141.4,45.0,40.0,1.0,,,,,,,,,,,
Kagarama A,Kagadi,Nyakasozi,1121.0,76.0,50.0,1.7,2.5,,,,2.0,,,,,0.0,0.0
Nyakasozi B,Kagadi,Nyakasozi,1148.3,78.0,45.0,1.75,,,,,,,,,,,
Nyakasozi B,Kagadi,Nyakasozi,1220.6,36.0,180.0,0.5,,,,,,,,,,,4.0
Nyakasozi B,Kagadi,Nyakasozi,1220.5,36.0,60.0,0.5,,,,,,,,,,,
Galiboleka B,Kagadi,Nyakasozi,1147.1,30.0,40.0,0.0,206.0,,,,110.0,,,,,,
Galiboleka B,Kagadi,Nyakasozi,1153.7,75.0,24.0,0.0,230.0,,,,,,,,,0.0,
Kagarama A,Kagadi,Nyakasozi,1134.9,50.0,40.0,2.75,2.0,,,,3.0,,,,,8.0,
Rwabituju,Kagadi,Nyakasozi,1023.2,38.0,60.0,0.0,140.0,,,,,,,,,,
Nyakasozi B,Kagadi,Nyakasozi,1136.5,41.0,30.0,9.75,,,,,,,,,,,
Galiboleka B,Kagadi,Nyakasozi,1184.1,35.0,10.0,2.75,125.0,,,,,,,,,,0.0
Galiboleka A,Kagadi,Nyakasozi,1153.0,45.0,40.0,0.75,230.0,,7.0,,,,,,,,0.0
Nyakaina,Kagadi,Nyakasozi,1155.7,53.0,80.0,0.875,200.0,,,,75.0,,,,,30.0,
Rwabituju,Kagadi,Nyakasozi,1025.5,72.0,30.0,0.0,51.0,,,,7.0,,,,,,0.0
Rwabituju,Kagadi,Nyakasozi,993.1,60.0,20.0,9.0,140.0,,,,,,,,,,0.0
